source,record_type,id,company,website,country,address,size_bytes,size_gib,is_published,time_until_publication,posted_at_utc,crawled_at_utc,crawled_at_kst,ransomware_group,discovery_date,estimated_attack_date,details_url,description,files_api_present
dragonforce,leak_post,38d10bf3-62df-40f8-a8ec-478c57745626,Banco Guanabara,bancoguanabara.com.br,,"8255 Av. Brasil, Rio de Janeiro, Rio de Janeiro",4597522432,4.28,true,,2025-07-30T19:45:53.091602+00:00,2025-10-17T09:53:57.255102+00:00,2025-10-17T18:53:57.255102+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=38d10bf3-62df-40f8-a8ec-478c57745626,"Banco Guanabara, financiamento de veculos comerciais, financie seu nibus, caminhes e Sprinters, CDC, Leasing, BNDES Finame e Finame Leasing, Av. Brasil 8.255 Ramos Rio de Janeiro RJ CEP: 21030.000, Tel.: (21) 2562-9600",true
dragonforce,leak_post,89ca6401-52bd-4dce-b2cb-545f147a4e2c,Software Design Consulting Group,sd-lb.com,,"Badaro City, Kfoury - Sabak L Khel Street Khatoun Building, 6th Floor, Lebanon",28350697472,26.40,true,,2025-07-28T19:41:02.255142+00:00,2025-10-17T09:53:57.255130+00:00,2025-10-17T18:53:57.255130+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=89ca6401-52bd-4dce-b2cb-545f147a4e2c,"Software Design Consulting Group specializes in tailored software solutions aimed at optimizing business processes across various industries in Dubai, Beirut, and Riyadh. The company offers a range of products, including ERP systems, mobile solutions, and management tools, designed for retail, media booking, and construction sectors. Their services also include project management, training, customization, and ongoing support to ensure successful software implementation and client satisfaction. With over 40 years of ERP experience, they focus on innovative solutions and exceptional customer service to drive clients' business growth.",true
dragonforce,leak_post,faf6a782-2a66-4972-bf8e-430f60942c75,Votava Nantz & Johnson,vnjlaw.com,,"9237 Ward Pkwy Ste 240, Kansas City, Missouri, United States",108235657216,100.80,true,,2025-07-28T15:31:12.390616+00:00,2025-10-17T09:53:57.255153+00:00,2025-10-17T18:53:57.255153+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=faf6a782-2a66-4972-bf8e-430f60942c75,"(Including customer data) VNJ Law is a prominent law firm in Kansas and Missouri that specializes in personal injury cases, including auto accidents, medical malpractice, and wrongful death. The firm boasts over 75 years of combined experience, focusing on maximizing client compensation through skilled representation. Their commitment to providing dedicated legal support ensures clients receive personal attention during challenging times. VNJ Law offers free consultations and operates on a no recovery, no fee basis, making their services accessible to those in need.",true
dragonforce,leak_post,9828cee0-e7f6-47d0-bc71-ce4e9c53d478,Emerson Chiropractic,emmersonchiropractic.com,,"7855 S. Emerson Ave, Suite Q Indianapolis, IN 46237",103143632896,96.06,true,,2025-07-25T09:06:04.967023+00:00,2025-10-17T09:53:57.255175+00:00,2025-10-17T18:53:57.255175+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=9828cee0-e7f6-47d0-bc71-ce4e9c53d478,"Emerson Chiropractic has been serving the Southside of Indianapolis, Greenwood, and surrounding communities for over 25 years. Dr. Christian Carter is dedicated to helping the community they are in and providing the care to improve your quality of life.  

Main business activities are Chiropractics, Massage, Therapeutic Exercises, Nutrition, and Soft Tissue Taping.",true
dragonforce,leak_post,1f45b5ab-c867-4935-bf88-c5c93af77213,md-labels-gmbh.com,md-labels.de,,Chocimska 2 62-800 Kalisz,71198842880,66.31,true,,2025-07-25T09:04:27.801447+00:00,2025-10-17T09:53:57.255198+00:00,2025-10-17T18:53:57.255198+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=1f45b5ab-c867-4935-bf88-c5c93af77213,"Property of the Company
Production of product labels.

Brief description of Mehmet-Serif Dalyanoglu, label production, ""MD Labels""
Mehmet-Serif Dalyanoglu, label manufacturer, ""MD Labels,"" based in Bochum is listed in the Creditreform company database with the legal form of a commercial enterprise. The company is economically active. The company is currently managed by one manager (one owner). The company's VAT ID is available in the company data. The company has one location. Data on a principal bank is available.",true
dragonforce,leak_post,058f4b92-ae99-45c7-bf35-5d2d6754b3de,5àSec,5asec.com,,"Route De Jussy 1-3, Chêne-Bourg, Geneva, 1225, Switzerland",311054757888,289.69,true,,2025-07-16T13:43:12.292828+00:00,2025-10-17T09:53:57.255220+00:00,2025-10-17T18:53:57.255220+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=058f4b92-ae99-45c7-bf35-5d2d6754b3de,"To our surprise, company representatives stated that for a network of over 2000 dry cleaners, publishing database dumps for several countries of presence would not cause problems, and customers are not important. Their investors expressed the same opinion. Therefore, we are forced to keep our promise and publish this data in full. Current and future partners of the network, as well as all customers, should think very carefully about who they trust.

5aSec was created in 1968 from a real innovative concept based on services with a good quality/price ratio accessible to everybody, straight forward rates with only 5 different prices (hence the «5» in 5aSec) and with fast delivery return. From then on, 5aSec has benefited from a huge development thanks to a commercial offer which came at the right moment. In 30 years, the brand has first expanded in the French territory and then began its great international expansion. In 2001, 5aSec took a new dimension with the arrival of a new investor - EAC Group - and of Olivier Bedat who gave a new dynamism to the group. In 2007, 5aSec's shareholder changed and the Investment company ING Parcom acquires the group. This evolution allowed the 5aSec Group to strenghten its leader position, to continue its international development and to reinforce its shops network.",true
dragonforce,leak_post,c99b43f7-3ed6-4e81-86a6-46681b360be8,Burnett and Son Meat,burnettandson.com,,"1420 S Myrtle Ave, Monrovia, California, 91016, United States",112837709824,105.09,true,,2025-07-16T13:41:19.390852+00:00,2025-10-17T09:53:57.255246+00:00,2025-10-17T18:53:57.255246+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=c99b43f7-3ed6-4e81-86a6-46681b360be8,"Burnett and Son Meat Company develops ready-to-eat microwaveable meats and meals using a unique blend of culinary proficiency, food trend knowledge, food science, and manufacturing expertise. Have our fully cooked meats delivered frozen directly to your door. You'll love how flavorful and easy a meal from Burnett and Son Meat Co actually is! Our product development team is composed of food scientists and professional chefs dedicated to developing creative new precooked meals for the whole family to enjoy.",true
dragonforce,leak_post,644c3960-89db-42f0-9104-fcd9df0238a1,Waverly Cabinets,waverlycabinets.com,,"345 Enterprise Way, Pittston, Pennsylvania, 18640, United States",108747292672,101.28,true,,2025-07-16T13:37:57.315228+00:00,2025-10-17T09:53:57.255269+00:00,2025-10-17T18:53:57.255269+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=644c3960-89db-42f0-9104-fcd9df0238a1,"Waverly Cabinets specializes in providing affordable, high-quality Ready-To-Assemble (RTA) cabinets and related products, including vanities and flooring. Their services include professional design consultations, financing options, and online resources for assembly and installation. The company caters to both individual homeowners and trade professionals seeking quality cabinetry solutions. Waverly Cabinets is committed to excellent customer service and fast shipping, making it a top choice for kitchen and bathroom renovations.",true
dragonforce,leak_post,1e7b54cb-a346-42a4-8530-e563f02cd80a,DA Whitacre Construction,www.dawhitacre.com,,"1108 Greenfield Dr, El Cajon, California, 92021, United States",106302849024,99.00,true,,2025-07-16T13:34:12.091072+00:00,2025-10-17T09:53:57.255294+00:00,2025-10-17T18:53:57.255294+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=1e7b54cb-a346-42a4-8530-e563f02cd80a,"D.A. Whitacre Construction, Inc. is a San Diego-based commercial construction firm with nearly 40 years of experience. The company specializes in framing and has worked on notable projects such as the US Fish Wildlife HQ, SeaWorld attractions, and various educational and hospitality facilities. Their clients include prominent institutions like San Diego State University and Hotel Del Coronado, highlighting their expertise in both commercial and large-scale construction projects. D.A. Whitacre is committed to quality construction services in the residential and commercial markets.",true
dragonforce,leak_post,554dc9f3-5c62-42ec-aab1-776ae9ed9c8d,Joni L Janecki & Associates,jlja.com,,"515 Swift St, Santa Cruz, California, 95060, United States",112910671872,105.16,true,,2025-07-16T13:25:43.877028+00:00,2025-10-17T09:53:57.255368+00:00,2025-10-17T18:53:57.255368+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=554dc9f3-5c62-42ec-aab1-776ae9ed9c8d,"Joni L. Janecki & Associates has been designing ecologically restorative and award-winning outdoor environments for over 30 years, fostering connections to nature. Their diverse projects include libraries, community centers, parks, and educational facilities, showcasing their expertise in creating functional and beautiful landscapes. They serve a wide range of clients, including nonprofits, community foundations, and educational institutions. Their work emphasizes sustainability and community engagement, making them a leader in landscape architecture.",true
dragonforce,leak_post,ec549869-3650-4bc7-bf74-1e300b2b662b,Mausolff Immobilien,mausolff.de,,"Ahornstr. 3 47447 Moers , Germany",58984775680,54.93,true,,2025-07-15T16:31:23.134105+00:00,2025-10-17T09:53:57.255393+00:00,2025-10-17T18:53:57.255393+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=ec549869-3650-4bc7-bf74-1e300b2b662b,"Selling and renting real estate is a matter of absolute trust. With over 35 years of experience and numerous continuing education courses, I am confident that I am the right partner for your project as a real estate agent in Moers.",true
dragonforce,leak_post,2d671fb1-5c39-4a97-a272-d6cac4d51c3e,Home Solutions of Iowa,homesolutionsiowa.com,,"16180 SE Laurel St, Waukee, Iowa, 50263, United States",100568195072,93.66,true,,2025-07-15T16:21:11.252231+00:00,2025-10-17T09:53:57.255416+00:00,2025-10-17T18:53:57.255416+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=2d671fb1-5c39-4a97-a272-d6cac4d51c3e,"Home Solutions of Iowa is a comprehensive exterior remodeling company that specializes in offering high-quality LeafGuard® gutters, roofing solutions, and insulation services to homeowners throughout Iowa.",true
dragonforce,leak_post,b518f2b4-3165-4603-8db4-efebbb1624c2,Farben-Zentrum Schlegel,farben-schlegel.de,,"27 Bahnhofstr., Bad Schussenried, Baden-Wuertte, Germany",76547432448,71.29,true,,2025-07-15T16:16:32.235661+00:00,2025-10-17T09:53:57.255438+00:00,2025-10-17T18:53:57.255438+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=b518f2b4-3165-4603-8db4-efebbb1624c2,"We are always happy to help you, whether it is roof paints for the renovation of your roof tiles, filling spray cans with varnishes, industrial varnishes or paints, as well as floor coatings and design coverings of all kinds.",true
dragonforce,leak_post,01dc8359-1370-49e7-8f27-7fd2d21e18ba,Greeniverse,greeniverse.com,,"5101 E University Dr Ste 605, Denton, Texas, United State",236300582912,220.07,true,,2025-07-15T16:07:32.190567+00:00,2025-10-17T09:53:57.255460+00:00,2025-10-17T18:53:57.255460+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=01dc8359-1370-49e7-8f27-7fd2d21e18ba,Greeniverse is a leading solar system company that assists to design and install a solar system to meet the needs of homes and businesses.,true
dragonforce,leak_post,7aac09ef-2133-4d9b-80be-7ea1194b42d7,Belk,belk.com,,"2801 W Tyvola Rd, Charlotte, North Carolina",167847104512,156.32,true,,2025-07-14T11:56:26.966495+00:00,2025-10-17T09:53:57.255481+00:00,2025-10-17T18:53:57.255481+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=7aac09ef-2133-4d9b-80be-7ea1194b42d7,"Headquartered in Monroe, North Carolina, Belk is a department store that offers apparel, shoes, accessories, cosmetics, home furnishings and wedding registry online and in-store.

Public Statement: Our intention was never to destroy your business. We provided you with the opportunity to address your negligence and keep your customer data intact, but you chose to refuse payment at the agreement stage. As a result, people have suffered. We hope this serves as a lesson for others.",true
dragonforce,leak_post,05f724f8-906e-4739-8177-815852cc2c3f,PPC Mechanical Seals,ppcmechanicalseals.com,,"2769 Mission Dr, Baton Rouge, Louisiana, 70805, United States",108411174912,100.97,true,,2025-07-09T18:34:11.348497+00:00,2025-10-17T09:53:57.255508+00:00,2025-10-17T18:53:57.255508+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=05f724f8-906e-4739-8177-815852cc2c3f,"PPC Mechanical Seals was founded in 1958 in Baton Rouge, Louisiana and was one of the first mechanical seal companies to provide repair service on all types of seals. PPC then took the knowledge and experience it gained from repairing seals to design, engineer, and manufacture their own proprietary products. Today PPC Mechanical Seals products are operating in some of the most demanding applications throughout the process industry. Customers large and small are utilizing the quality products produced by PPC, and relying upon the excellent service and support provided by our experienced staff. Sealing pumps, mixers, compressors, centrifuges, and other pieces of rotating equipment is routine for PPC. PPC offers a complete range of seal designs including single and double cartridge seals, metal bellows seals, split single and double seals, as well as custom engineered seals. Each is available in a broad range of materials and sizes. PPC places a significant emphasis on ""service"".",true
dragonforce,leak_post,5d08a3c9-5764-413f-bb52-44f502c0a144,"City of Keene, NH",www.keene.nh.us,,"3 Washington St, Keene, New Hampshire, 03431, United States",675488378880,629.10,true,,2025-07-07T09:50:22.574638+00:00,2025-10-17T09:53:57.255533+00:00,2025-10-17T18:53:57.255533+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=5d08a3c9-5764-413f-bb52-44f502c0a144,"Keene is a city in Cheshire County, New Hampshire, United States. The population was 23,409 at the 2010 census. It is the seat of Cheshire County. Keene is home to Keene State College and Antioch University New England and formerly hosted the state's annual Pumpkin Festival.",true
dragonforce,leak_post,ac195db9-3752-4efb-b115-5c2ae11e58d3,Silver Lining Herbs,www.silverliningherbs.com,,"1208 Burley Ave, Buhl, Idaho, 83316, United States",136689704960,127.30,true,,2025-07-05T13:07:35.356756+00:00,2025-10-17T09:53:57.255555+00:00,2025-10-17T18:53:57.255555+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=ac195db9-3752-4efb-b115-5c2ae11e58d3,"Silver Lining Herbs specializes in herbal supplements for horses, dogs, and humans, providing natural health products aimed at enhancing the well-being of both pets and their owners. Their range includes various formulations that address health needs such as immune support, joint health, and digestive function. The company is family-owned and has over 25 years of experience in promoting animal health and performance. With a focus on education and optimal care, they offer product bundles designed to ensure the wellness of all family members, including pets.",true
dragonforce,leak_post,4d26296c-31be-45d0-be6b-807ac461b8aa,JCC Rockland,jccrockland.org,,"450 W Nyack Rd, West Nyack, New York, 10994, United States",9761484800,9.09,true,,2025-07-02T17:35:26.605623+00:00,2025-10-17T09:53:57.255580+00:00,2025-10-17T18:53:57.255580+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=4d26296c-31be-45d0-be6b-807ac461b8aa,"The JCC Rockland is dedicated to the enrichment and continuity of Jewish life and to the preservation and celebration of our rich heritage. The center shall strengthen individual awareness and connection to the Jewish community, the state of Israel, and the community at large through recreational, physical, educational, social, and cultural programs.",true
dragonforce,leak_post,22a111c8-93b7-42c7-9305-b916e1d3929a,HKG Duty Free,hkgdutyfree.com,,"821 S Stanton St, El Paso, Texas, 79901, United States",63129120768,58.79,true,,2025-07-02T17:31:59.427049+00:00,2025-10-17T09:53:57.255602+00:00,2025-10-17T18:53:57.255602+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=22a111c8-93b7-42c7-9305-b916e1d3929a,"(database dumps inside) HKG Duty Free is the market leader in electronics, but also now developing comprehensive fashion brand portfolio including Mont Blanc, Fossil, Michael Kors, A/X Armani Exchange, Diesel, DKNY, Adidas, Guess, Tommy Hilfiger, Casio, and Lacoste. Also, HKG Duty Free offers wide array of famous fragrance brands launching new programs throughout the year. In addition, popular international and domestic spirits and tobacco brand are offered tax free for export in all HKG Duty Free locations. Moving south, HKG recently acquired two stores located in Belize offering the same brands and categories to customers crossing into Mexico. Coming soon, HKG will introduce its first Duty Free Store opening in Queretaro International Airport, Mexico.",true
dragonforce,leak_post,2a71edba-c2c0-4388-af40-1617cec23f98,Allegheny Answering Service,answering-svc.com,,"PO Box 115, Ingomar, Pennsylvania, 15127, United States",61746200576,57.51,true,,2025-07-02T17:28:50.386213+00:00,2025-10-17T09:53:57.255623+00:00,2025-10-17T18:53:57.255623+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=2a71edba-c2c0-4388-af40-1617cec23f98,"Allegheny Answering Service offers a diverse range of communication solutions including answering services and call center services, operating 24/7/365 from their location in the United States. They cater to a wide array of clients, from startups to Fortune 500 companies, ensuring that their services can be tailored to meet various business needs. The company emphasizes security and disaster recovery to provide reliable service during any circumstances. Additionally, they prioritize social responsibility by supporting community initiatives and causes important to their clients and employees.",true
dragonforce,leak_post,bec9e701-5704-4bab-8e54-39ac7f4571a7,Cahill Seeds,www.cahillseeds.com,,"669 Hwy 5, Flaxville, Montana, 59222, United States",61122224128,56.92,true,,2025-07-02T08:45:13.823770+00:00,2025-10-17T09:53:57.255644+00:00,2025-10-17T18:53:57.255644+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=bec9e701-5704-4bab-8e54-39ac7f4571a7,"Cahill Seeds is one of the largest seed growers in eastern Montana, established in 1996. The company specializes in identifying, testing, and multiplying seed genetics to support growers and processors. They offer a wide variety of seeds including wheat, peas, lentils, chickpeas, canola, and various forage crops. Cahill Seeds serves clients across eastern Montana, other states, and Canada, working closely with plant breeders to deliver optimal seed solutions.",true
dragonforce,leak_post,c73c5785-3fac-4338-bc57-bda6f63d1e17,Dealmed Medical Supplies,dealmed.com,,"3512 Quentin Rd Ste 200, Brooklyn, New York, United States",113693835264,105.89,true,,2025-06-26T18:19:57.262618+00:00,2025-10-17T09:53:59.920023+00:00,2025-10-17T18:53:59.920023+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=c73c5785-3fac-4338-bc57-bda6f63d1e17,"(Data of the entire group of companies) Dealmed provides a comprehensive range of medical supplies designed for healthcare professionals. Their products cater to various medical needs, ensuring quality and reliability. Dealmed serves hospitals, clinics, and other healthcare facilities as its primary clients. The company is dedicated to enhancing patient care through its innovative supply solutions.",true
dragonforce,leak_post,5e45838d-5efe-4e1d-a355-ded1452cdcba,Antigo Construction,antigoconstruction.com,,"2520 Clermont St, Antigo, WI 54409, United States",112060354560,104.36,true,,2025-06-26T18:16:31.903668+00:00,2025-10-17T09:53:59.920064+00:00,2025-10-17T18:53:59.920064+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=5e45838d-5efe-4e1d-a355-ded1452cdcba,"(including email) Antigo Construction is located in Antigo, Wisconsin, and is the company headquarters for the North American and international business operations. Antigo entered the pavement rehabilitation business in 1982 when it imported from Germany the first of six guillotine-style concrete pavement breakers. In 1988 Antigo began operating the 8600 Badger Breaker® and in 1995 introduced the MHB Badger Breaker® to respond to the growing demand for more efficient and effective concrete breaking technology. Today Antigo is the worldwide leader in concrete pavement rehabilitation: concrete rubblization - 45 million square yards (38m m2), crack/break and seat - 82 million square yards (69m m2), break for removal - 106 million square yards (88m m2). Antigo has the equipment, people and experience to get the job done right.",true
dragonforce,leak_post,2868cd8c-2c6d-4a5d-98ff-265288ec37f3,Johnstone Supply Dallas-Fort Worth,fisscosupply.com,,"9050 Autobahn Dr Ste 100, Dallas, Texas, 75237, United States",104362663936,97.20,true,,2025-06-26T18:04:09.733343+00:00,2025-10-17T09:53:59.920089+00:00,2025-10-17T18:53:59.920089+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=2868cd8c-2c6d-4a5d-98ff-265288ec37f3,"Our team is driven by the opportunity to deliver outstanding service to everyone who may visit our stores. Ethics, partnership and integrity are the main values which moves our business forward. Fissco Supply was born on the expansion of our brazilian parent company, Frigelar North American, Inc. Frigelar North America, Inc. is a 55 years old enterprise, which works with the best suppliers in the world. We are happy to bring the same excellence to the US.",true
dragonforce,leak_post,14ac7d8c-ad09-49de-a203-b1a672e5333f,Brown & Brown PC,brown-brown-pc.com,,"110 Great Rd Ste 100, Bedford, Massachusetts, United States",111072063488,103.44,true,,2025-06-23T15:24:36.926312+00:00,2025-10-17T09:53:59.920116+00:00,2025-10-17T18:53:59.920116+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=14ac7d8c-ad09-49de-a203-b1a672e5333f,"(Including data of several thousand customers) Brown & Brown, P.C., provides the comprehensive legal service and personal, life-long attention of a general practitioner while ensuring that our clients receive the experienced, specialized attention required in todays complex legal environment.",true
dragonforce,leak_post,ad8c0bbf-bf7d-4d19-a4af-851d50529785,Brown & Winters,brownandwinters.com,,"2533 S. Coast Highway 101 Suite 270 Cardiff-by-the-Sea, California, 92007-2133",120626102272,112.34,true,,2025-06-23T15:20:25.257514+00:00,2025-10-17T09:53:59.920146+00:00,2025-10-17T18:53:59.920146+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=ad8c0bbf-bf7d-4d19-a4af-851d50529785,"(Including customer data and email) Brown & Winters is a specialized environmental and environmental insurance law firm operating in California, serving public entities such as ports, cities, counties, and school districts. With over 30 years of experience, they focus on investigating and remediating contaminated sites under the oversight of various environmental agencies. The firm is a recognized leader in Brownfields Redevelopment and actively contributes to environmental education initiatives for California youths. Their innovative approaches combine environmental remediation funding with insights from insurance archaeology to effectively address complex contamination issues.",true
dragonforce,leak_post,63c3e10c-955c-4d19-b5ae-e7fbb8c7c44a,Hilliard Enterprises,locomotiveparts.net,,"25221 AR-365 North, North Little Rock, AR 72113, Arkansas, United States",29095600128,27.10,true,,2025-06-23T15:12:41.267293+00:00,2025-10-17T09:53:59.920170+00:00,2025-10-17T18:53:59.920170+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=63c3e10c-955c-4d19-b5ae-e7fbb8c7c44a,"Hilliard Enterprises, Incorporated specializes in the worldwide sale, service, and parts supply for used locomotives and marine engines. They pride themselves on providing world-class service and quality parts tailored to meet the unique needs of each customer. Their extensive inventory includes a variety of used Detroit engines, traction motors, and parts from various manufacturers. Hilliard Enterprises serves a diverse clientele in the locomotive and marine industries, ensuring expert support and solutions.",true
dragonforce,leak_post,2868ef55-01be-4ccd-aa3b-3776b9132bde,Agganis Driving School,agganis.com,,"580 Main St Ste 208, Reading, Massachusetts, United States",16925540352,15.76,true,,2025-06-23T15:09:49.100630+00:00,2025-10-17T09:53:59.920195+00:00,2025-10-17T18:53:59.920195+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=2868ef55-01be-4ccd-aa3b-3776b9132bde,"Agganis Driving School offers a comprehensive driving program that includes classes, road tests, and specialized training such as defensive driving techniques. The school provides licensed instructors, a fleet of new vehicles, and flexible scheduling options to accommodate diverse learners. They also offer pre-approved vehicle sponsorship for license tests and a unique Parent Awareness Class. Targeting teens and new drivers, Agganis focuses on delivering an elevated driving education experience tailored for safety and professionalism.",true
dragonforce,leak_post,35e2388d-dda3-4542-8d53-80bf548943df,Strait Steel,straitsteel.com,,"8400 Molly Pitcher Hwy, Greencastle, Pennsylvania, United States",118214258688,110.10,true,,2025-06-17T19:42:15.419215+00:00,2025-10-17T09:53:59.920222+00:00,2025-10-17T18:53:59.920222+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=35e2388d-dda3-4542-8d53-80bf548943df,"Strait Steel Inc - an AISC Certified Company - specializes in structural steel fabrication with projects varying from 500 tons to 3500 tons, and single projects up to 12,000 tons. As one of the industry leaders in the north east and mid-atlantic regions, Strait Steel takes pride in providing its customers with a quality service which has built our reputation as a premiere fabricator. Strait Steel has been providing a quality product for over 5 decades.",true
dragonforce,leak_post,c0f09458-3d19-4774-83e8-e12cb026df2b,Clayton Construction,claytonconstruction.net,,"121 Venture Blvd Ste A, Spartanburg,South Carolina, United States",105465679872,98.22,true,,2025-06-17T19:37:27.299831+00:00,2025-10-17T09:53:59.920244+00:00,2025-10-17T18:53:59.920244+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=c0f09458-3d19-4774-83e8-e12cb026df2b,"Clayton Construction Company, Inc. is a leading general contractor in the southeast, boasting over forty years of experience in delivering high-quality construction services. Their extensive portfolio includes projects in various sectors such as industrial, healthcare, educational, and commercial spaces. The company is dedicated to building strong relationships with clients through a comprehensive design/build process and excellent post-construction follow-up. Recognized as one of the fastest-growing companies in South Carolina, Clayton Construction prioritizes safety, quality, and innovative technology in project execution.",true
dragonforce,leak_post,eb7facea-6cbe-4a24-8b4d-b9086ef8e089,Trackside Services,tracksidesolutions.com,,"5045 N 35th St, Milwaukee, Wisconsin, 53209, United States",94119309312,87.66,true,,2025-06-17T19:31:58.223305+00:00,2025-10-17T09:53:59.920295+00:00,2025-10-17T18:53:59.920295+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=eb7facea-6cbe-4a24-8b4d-b9086ef8e089,"Trackside Services, Inc. manufactures and sells new and remanufactured hydraulic and pneumatic braking systems that eliminate human error, reduce car damage, minimize dwell time and increase capacity by as much as 20 percent. Our equipment is used in railroad freight yards, port authority, mining concerns, coal transfer, automotive and power plants and anywhere car stabilization and speed control are required. Manufactured in the USA, we pride ourselves in: Providing quality products and solutions since 1996. Providing rolling stock energy management. Creating innovative technology to produce efficient and reliable products. Decreasing costs for our customers. Increasing profits for our customers. Providing extensive customer service and support second to none.",true
dragonforce,leak_post,fb407350-db86-4359-bc29-73c362a6014b,Pressure Dynamics International,www.pressuredynamics.com,,"58 Tarlton Cres, Perth Airport, Western Australia, Australia",114719055872,106.84,true,,2025-06-17T19:27:22.167396+00:00,2025-10-17T09:53:59.920325+00:00,2025-10-17T18:53:59.920325+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=fb407350-db86-4359-bc29-73c362a6014b,"Pressure Dynamics International is a company that operates in the Industrial Machinery & Equipment industry. It employs 50to99 people and has 10Mto25M of revenue. The company is headquartered in Perth Airport, Western Australia, Australia",true
